업체명,지역,업종,전화번호,주소,담당자,메모,영업단계,등록일
새평창건축설비공업사,강원특별자치도 평창군,공구점,,강원특별자치도 평창군 평창읍 서동로 2624,,S20699 / 평창읍,미방문,
대광기계공구,강원특별자치도 태백시,공구점,,강원특별자치도 태백시 감천로 28,,G21001 / 상장동,미방문,
유명공업사,강원특별자치도 평창군,공구점,,강원특별자치도 평창군 방림면 고원로 687,,S20699 / 방림면,미방문,
아우토반공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 현충로 38,,S20301 / 태장1동,미방문,
가리왕산자건재,강원특별자치도 정선군,건자재점,,강원특별자치도 정선군 정선읍 청량길 14-2,,I10102 / 정선읍,미방문,
중앙카공업사,강원특별자치도 횡성군,공구점,,강원특별자치도 횡성군 횡성읍 앞들서1로 56,,S20301 / 횡성읍,미방문,
대주건재안전,강원특별자치도 춘천시,건자재점,,강원특별자치도 춘천시 공지로 531,,G21001 / 근화동,미방문,
영신밧데리카공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 이화4길 25,,S20301 / 무실동,미방문,
합동철물공구,강원특별자치도 원주시,철물점,,강원특별자치도 원주시 도말리길 68,,G21001 / 개운동,미방문,
희망공업사,강원특별자치도 춘천시,공구점,,강원특별자치도 춘천시 신북읍 율문길 109,,S20699 / 신북읍,미방문,
새말철물건재,강원특별자치도 횡성군,건자재점,,강원특별자치도 횡성군 우천면 서동로 252,,G21001 / 우천면,미방문,
하나공업사,강원특별자치도 태백시,공구점,,강원특별자치도 태백시 버들치길 49,,S20301 / 문곡소도동,미방문,
태산철물건재,강원특별자치도 횡성군,건자재점,,강원특별자치도 횡성군 횡성읍 한우로 102-10,,G21001 / 횡성읍,미방문,
지경철물,강원특별자치도 철원군,철물점,,강원특별자치도 철원군 김화읍 청양로 88-1,,G21001 / 김화읍,미방문,
소초치악공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 소초면 치악로 2754,,S20301 / 소초면,미방문,
진호공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 치악로 1314,,S20301 / 반곡관설동,미방문,
신한종합철물,강원특별자치도 속초시,철물점,,강원특별자치도 속초시 교동로 70,,G21001 / 교동,미방문,
도계공업사,강원특별자치도 삼척시,공구점,,강원특별자치도 삼척시 도계읍 전두강변길 6,,S20301 / 도계읍,미방문,
대일설비，철물,강원특별자치도 동해시,철물점,,강원특별자치도 동해시 효자로 663,,G21001 / 북삼동,미방문,
우진철물건재,강원특별자치도 강릉시,건자재점,,강원특별자치도 강릉시 남구길24번길 15,,G21001 / 포남1동,미방문,
알지공업사,강원특별자치도 강릉시,공구점,,강원특별자치도 강릉시 경강로2408번길 9,,S20301 / 송정동,미방문,
우리종합기계공구,강원특별자치도 철원군,공구점,,강원특별자치도 철원군 동송읍 금학로98번길 4,,G21001 / 동송읍,미방문,
포남철물설비,강원특별자치도 강릉시,철물점,,강원특별자치도 강릉시 보래미하길43번길 21,,G21001 / 포남2동,미방문,
한양공업사,강원특별자치도 동해시,공구점,,강원특별자치도 동해시 임항로 89,,S20301 / 부곡동,미방문,
오토카공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 서원대로 403-5,,S20301 / 개운동,미방문,
종효공업사,강원특별자치도 홍천군,공구점,,강원특별자치도 홍천군 내면 솔무치길 4,,S20301 / 내면,미방문,
현대철물,강원특별자치도 인제군,철물점,,강원특별자치도 인제군 남면 신남로 50,,G21001 / 남면,미방문,
부강철물,강원특별자치도 인제군,철물점,,강원특별자치도 인제군 북면 금강로 51,,G21001 / 북면,미방문,
왕성공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 판부면 남원로 189,,G21403 / 판부면,미방문,
만우리건축자재기업도시점,강원특별자치도 원주시,건자재점,,강원특별자치도 원주시 지정면 신무로 202,,G21001 / 지정면,미방문,
새한철물,강원특별자치도 강릉시,철물점,,강원특별자치도 강릉시 강릉대로 241,,G21001 / 교2동,미방문,
북평철물,강원특별자치도 동해시,철물점,,강원특별자치도 동해시 대동로 61,,G21001 / 북평동,미방문,
영동철물,강원특별자치도 홍천군,철물점,,강원특별자치도 홍천군 남면 시동안로201번길 6,,G21001 / 남면,미방문,
두원건재철물상사,강원특별자치도 원주시,건자재점,,강원특별자치도 원주시 호저면 중부동1길 175,,G21001 / 호저면,미방문,
우신철물.설비,강원특별자치도 삼척시,철물점,,강원특별자치도 삼척시 도계읍 도계로 242-1,,G21001 / 도계읍,미방문,
두리공구.철물,강원특별자치도 원주시,철물점,,강원특별자치도 원주시 문막읍 석지1길 6,,G21001 / 문막읍,미방문,
현대정비공업사,강원특별자치도 춘천시,공구점,,강원특별자치도 춘천시 동면 만천로 62,,S20301 / 동면,미방문,
장수건재,강원특별자치도 철원군,건자재점,,강원특별자치도 철원군 갈말읍 명성로 220,,G21099 / 갈말읍,미방문,
태호공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 호저면 원문로 352,,S20301 / 호저면,미방문,
반도철물,강원특별자치도 홍천군,철물점,,강원특별자치도 홍천군 홍천읍 번영로 47,,G21001 / 홍천읍,미방문,
현대공업사,강원특별자치도 정선군,공구점,,강원특별자치도 정선군 사북읍 소금강로 3452,,S20301 / 사북읍,미방문,
한국월드카정비공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 소초면 북원로 3103,,S20301 / 소초면,미방문,
태아철물건재,강원특별자치도 홍천군,건자재점,,강원특별자치도 홍천군 남면 명덕길 16-4,,G21001 / 남면,미방문,
회전공업사,강원특별자치도 동해시,공구점,,강원특별자치도 동해시 효자로 592,,S20301 / 북삼동,미방문,
송암종합철물,강원특별자치도 고성군,철물점,,강원특별자치도 고성군 죽왕면 동해대로 5613,,G21001 / 죽왕면,미방문,
광산철물건재,강원특별자치도 속초시,건자재점,,강원특별자치도 속초시 번영로 192,,G21001 / 영랑동,미방문,
지안철물,강원특별자치도 철원군,철물점,,강원특별자치도 철원군 동송읍 금학로 163,,G21001 / 동송읍,미방문,
정밀카공업사,강원특별자치도 평창군,공구점,,강원특별자치도 평창군 방림면 평창대로 19,,S20301 / 방림면,미방문,
명장공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 단구로 297,,S20301 / 단구동,미방문,
합동철물,강원특별자치도 원주시,철물점,,강원특별자치도 원주시 도말리길 70,,G21001 / 개운동,미방문,
제일기계공구,강원특별자치도 인제군,공구점,,강원특별자치도 인제군 인제읍 인제로178번길 54,,G21001 / 인제읍,미방문,
안흥종합철물,강원특별자치도 횡성군,철물점,,강원특별자치도 횡성군 안흥면 서동로 1117,,G21001 / 안흥면,미방문,
대원철물,강원특별자치도 원주시,철물점,,강원특별자치도 원주시 행구로 32,,G21001 / 개운동,미방문,
강원기계공구,강원특별자치도 속초시,공구점,,강원특별자치도 속초시 동해대로 4344,,G21001 / 노학동,미방문,
화진포공업사,강원특별자치도 고성군,공구점,,강원특별자치도 고성군 거진읍 거탄진로 26,,S20301 / 거진읍,미방문,
물치종합철물,강원특별자치도 양양군,철물점,,강원특별자치도 양양군 강현면 동해대로 3535-8,,G21001 / 강현면,미방문,
상천철물점,강원특별자치도 춘천시,철물점,,강원특별자치도 춘천시 신북읍 신샘밭로 616,,G21001 / 신북읍,미방문,
순창공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 북원로 2578-1,,S20301 / 우산동,미방문,
만도철물건재,강원특별자치도 원주시,건자재점,,강원특별자치도 원주시 봉화로 97,,G21001 / 단계동,미방문,
동해현대공업사,강원특별자치도 동해시,공구점,,강원특별자치도 동해시 발한로 258,,S20301 / 발한동,미방문,
영화철물,강원특별자치도 철원군,철물점,,강원특별자치도 철원군 서면 자등로 586-1,,G21001 / 서면,미방문,
장흥철물,강원특별자치도 철원군,철물점,,강원특별자치도 철원군 동송읍 태봉로 2241,,G21001 / 동송읍,미방문,
대진종합철물,강원특별자치도 고성군,철물점,,강원특별자치도 고성군 현내면 한나루로 147,,G21001 / 현내면,미방문,
태백공업사,강원특별자치도 태백시,공구점,,강원특별자치도 태백시 태백로 572-13,,S20301 / 삼수동,미방문,
금강건재,강원특별자치도 춘천시,건자재점,,강원특별자치도 춘천시 삭주로 200,,G21001 / 후평1동,미방문,
신성철물,강원특별자치도 원주시,철물점,,강원특별자치도 원주시 천사로 136,,G21001 / 일산동,미방문,
대승철물,강원특별자치도 양구군,철물점,,강원특별자치도 양구군 동면 금강산로 1705,,G21001 / 동면,미방문,
신화카클리닉부분정비공업사,강원특별자치도 인제군,공구점,,강원특별자치도 인제군 서화면 천도로81번길 9,,S20301 / 서화면,미방문,
철물나라,강원특별자치도 양구군,철물점,,강원특별자치도 양구군 동면 펀치볼로 65,,G21001 / 동면,미방문,
금호철물,강원특별자치도 인제군,철물점,,강원특별자치도 인제군 서화면 천도로 160,,G21001 / 서화면,미방문,
오대철물상사,강원특별자치도 강릉시,철물점,,강원특별자치도 강릉시 율곡로 2760,,G21001 / 강남동,미방문,
강원제일공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 현충로 253,,S20301 / 태장2동,미방문,
합동카공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 문막읍 건등로 76-1,,S20301 / 문막읍,미방문,
단관철물,강원특별자치도 원주시,철물점,,강원특별자치도 원주시 단구로 358,,G21001 / 단구동,미방문,
삼미철물,강원특별자치도 속초시,철물점,,강원특별자치도 속초시 중앙시장로9길 21-1,,G21001 / 금호동,미방문,
용일철물,강원특별자치도 횡성군,철물점,,강원특별자치도 횡성군 횡성읍 문정로 48,,G21001 / 횡성읍,미방문,
석기철물종합건재,강원특별자치도 강릉시,건자재점,,강원특별자치도 강릉시 주문진읍 연주로 379,,G21001 / 주문진읍,미방문,
형광사&시동철물,강원특별자치도 홍천군,철물점,,강원특별자치도 홍천군 남면 시동안로211번길 1,,G21302 / 남면,미방문,
우리철물,강원특별자치도 영월군,철물점,,강원특별자치도 영월군 한반도면 쌍용로 70,,G21001 / 한반도면,미방문,
우리철물종합건재,강원특별자치도 원주시,건자재점,,강원특별자치도 원주시 부론면 법천시장길 55-1,,G21001 / 부론면,미방문,
대성공업사,강원특별자치도 삼척시,공구점,,강원특별자치도 삼척시 도계읍 도계로 189,,S20301 / 도계읍,미방문,
현대철물,강원특별자치도 횡성군,철물점,,강원특별자치도 횡성군 우천면 수남로 345,,G21001 / 우천면,미방문,
청일공업사,강원특별자치도 횡성군,공구점,,강원특별자치도 횡성군 청일면 청정로 865,,S20301 / 청일면,미방문,
동보공구철물,강원특별자치도 원주시,철물점,,강원특별자치도 원주시 강변로 385,,G21001 / 개운동,미방문,
명동;조명;철물,강원특별자치도 원주시,건자재점,,강원특별자치도 원주시 남원로 615-1,,G21201 / 명륜1동,미방문,
미봉공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 신림면 솔치로 2,,S20301 / 신림면,미방문,
진영공업사,강원특별자치도 강릉시,공구점,,강원특별자치도 강릉시 강변로534번안길 12,,S20301 / 성덕동,미방문,
동해철물건재상사,강원특별자치도 동해시,건자재점,,강원특별자치도 동해시 발한로 78,,G21001 / 발한동,미방문,
상동공업사,강원특별자치도 원주시,공구점,,강원특별자치도 원주시 흥업면 원문로 898,,S20301 / 흥업면,미방문,
남경공업사,강원특별자치도 강릉시,공구점,,강원특별자치도 강릉시 강변로 682,,S20301 / 성덕동,미방문,
